work_id,district_lgd,constituency_code,work_title,work_description,category,sanctioned_amount,released_amount,expenditure,recommended_date,sanction_date,completion_date,status,physical_progress_pct,has_uc,agency_name,location_name,latitude,longitude,is_scsp,is_tsp,payment_history
ESK-1659,DIST_104,202,Work 660: EDUCATION Project at Location 659,Synthetic work description for demo data import,EDUCATION,995674,995674,995674,2023-09-14,2023-09-19,2024-06-01,COMPLETED,100,false,Rural Development Agency (DRDA),Location 659,28.505091,77.187764,false,false,MOBILISATION_ADVANCE:2023-10-13:149351|RUNNING_BILL:2024-02-06:348486|RUNNING_BILL:2024-04-18:348486|FINAL_BILL:2024-07-02:99567|RETENTION_RELEASE:2024-12-29:49784
ESK-1660,DIST_102,204,Work 661: EDUCATION Project at Location 660,Synthetic work description for demo data import,EDUCATION,2282557,0,0,2025-05-04,2025-06-16,,CANCELLED,0,false,Public Works Department (PWD),Location 660,28.624656,77.195231,false,false,
ESK-1661,DIST_102,202,Work 662: HEALTH Project at Location 661,Synthetic work description for demo data import,HEALTH,2643084,0,0,2026-07-06,,,NOT_STARTED,0,false,Irrigation & Flood Control Dept,Location 661,28.717881,77.358774,false,false,
ESK-1662,DIST_102,202,Work 663: EDUCATION Project at Location 662,Synthetic work description for demo data import,EDUCATION,3083158,462474,0,2024-02-03,2024-02-21,,NOT_STARTED,0,false,Municipal Corporation,Location 662,28.730383,77.187799,false,false,MOBILISATION_ADVANCE:2024-03-06:462474|RUNNING_BILL:2024-07-13:0|RUNNING_BILL:2024-09-27:0
ESK-1663,DIST_102,202,Work 664: ROADS_BRIDGES Project at Location 663,Synthetic work description for demo data import,ROADS_BRIDGES,1715849,257377,1715849,2025-02-03,2025-03-09,2026-05-16,COMPLETED,100,false,Municipal Corporation,Location 663,28.585077,77.235659,false,false,MOBILISATION_ADVANCE:2025-04-02:257377
ESK-1664,DIST_101,204,Work 665: SANITATION Project at Location 664,Synthetic work description for demo data import,SANITATION,2648453,1633212,2648453,2026-01-28,2026-02-06,2026-07-29,COMPLETED,100,true,Rural Development Agency (DRDA),Location 664,28.674477,77.304003,false,false,MOBILISATION_ADVANCE:2026-03-15:397268|RUNNING_BILL:2026-05-23:617972|RUNNING_BILL:2026-08-02:617972
ESK-1665,DIST_102,204,Work 666: DRINKING_WATER Project at Location 665,Synthetic work description for demo data import,DRINKING_WATER,4225828,0,0,2026-08-17,,,NOT_STARTED,0,false,Irrigation & Flood Control Dept,Location 665,28.597278,77.307267,false,false,
ESK-1666,DIST_101,204,Work 667: ROADS_BRIDGES Project at Location 666,Synthetic work description for demo data import,ROADS_BRIDGES,1586388,1586388,1586388,2024-02-25,2024-03-06,2024-10-16,COMPLETED,100,true,Municipal Corporation,Location 666,28.666456,77.375801,false,true,MOBILISATION_ADVANCE:2024-04-08:237958|RUNNING_BILL:2024-07-11:555236|RUNNING_BILL:2024-08-26:555236|FINAL_BILL:2024-11-09:158639|RETENTION_RELEASE:2025-05-08:79319
ESK-1667,DIST_104,201,Work 668: SANITATION Project at Location 667,Synthetic work description for demo data import,SANITATION,2725232,408785,2725232,2023-09-14,2023-09-27,2025-03-04,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 667,28.559719,77.376343,false,false,MOBILISATION_ADVANCE:2023-10-23:408785
ESK-1668,DIST_101,201,Work 669: SANITATION Project at Location 668,Synthetic work description for demo data import,SANITATION,1558017,713573,694824,2026-01-04,2026-02-20,,IN_PROGRESS,44,false,Rural Development Agency (DRDA),Location 668,28.640352,77.287085,false,false,MOBILISATION_ADVANCE:2026-03-30:233703|RUNNING_BILL:2026-06-06:239935|RUNNING_BILL:2026-08-08:239935
ESK-1669,DIST_103,201,Work 670: SANITATION Project at Location 669,Synthetic work description for demo data import,SANITATION,1080123,918105,1080123,2025-12-06,2025-12-30,2026-09-05,COMPLETED,100,true,Rural Development Agency (DRDA),Location 669,28.560520,77.194387,false,false,MOBILISATION_ADVANCE:2026-01-26:162018|RUNNING_BILL:2026-04-27:252029|RUNNING_BILL:2026-06-15:252029|RUNNING_BILL:2026-09-02:252029
ESK-1670,DIST_101,201,Work 671: DRINKING_WATER Project at Location 670,Synthetic work description for demo data import,DRINKING_WATER,520037,260018,485198,2025-11-17,2025-11-29,,IN_PROGRESS,75,false,Irrigation & Flood Control Dept,Location 670,28.736092,77.395039,true,false,MOBILISATION_ADVANCE:2025-12-11:78006|RUNNING_BILL:2026-04-19:91006|RUNNING_BILL:2026-07-02:91006
ESK-1671,DIST_101,202,Work 672: ROADS_BRIDGES Project at Location 671,Synthetic work description for demo data import,ROADS_BRIDGES,1754412,1666692,1754412,2025-06-05,2025-07-15,2026-07-07,COMPLETED,100,true,Public Works Department (PWD),Location 671,28.748515,77.381745,false,true,MOBILISATION_ADVANCE:2025-08-29:263162|RUNNING_BILL:2025-11-09:409363|RUNNING_BILL:2026-01-22:409363|RUNNING_BILL:2026-03-20:409363|FINAL_BILL:2026-06-03:175441
ESK-1672,DIST_103,201,Work 673: HEALTH Project at Location 672,Synthetic work description for demo data import,HEALTH,736658,368329,736658,2026-01-10,2026-01-20,2026-09-05,COMPLETED,100,true,Municipal Corporation,Location 672,28.659044,77.201708,false,false,MOBILISATION_ADVANCE:2026-02-08:110499|RUNNING_BILL:2026-05-13:128915|RUNNING_BILL:2026-06-28:128915
ESK-1673,DIST_104,203,Work 674: SANITATION Project at Location 673,Synthetic work description for demo data import,SANITATION,872004,130801,0,2024-04-29,2024-05-07,,NOT_STARTED,0,false,Public Works Department (PWD),Location 673,28.709622,77.160334,false,false,MOBILISATION_ADVANCE:2024-05-18:130801|RUNNING_BILL:2024-09-15:0|RUNNING_BILL:2024-11-05:0|RUNNING_BILL:2025-01-14:0
ESK-1674,DIST_102,204,Work 675: DRINKING_WATER Project at Location 674,Synthetic work description for demo data import,DRINKING_WATER,2798646,2798646,2798646,2024-04-23,2024-05-13,2025-05-02,COMPLETED,100,true,Rural Development Agency (DRDA),Location 674,28.539770,77.332899,false,false,MOBILISATION_ADVANCE:2024-06-24:419797|RUNNING_BILL:2024-08-26:979526|RUNNING_BILL:2024-11-03:979526|FINAL_BILL:2025-01-17:279865|RETENTION_RELEASE:2025-07-16:139932
ESK-1675,DIST_103,201,Work 676: OTHER Project at Location 675,Synthetic work description for demo data import,OTHER,191038,191040,191038,2025-01-19,2025-01-28,2026-03-19,COMPLETED,100,true,Rural Development Agency (DRDA),Location 675,28.666029,77.398834,false,false,MOBILISATION_ADVANCE:2025-03-13:28656|RUNNING_BILL:2025-05-26:33432|RUNNING_BILL:2025-07-26:33432|RUNNING_BILL:2025-10-18:33432|RUNNING_BILL:2025-12-06:33432|FINAL_BILL:2026-02-19:19104|RETENTION_RELEASE:2026-08-18:9552
ESK-1676,DIST_101,204,Work 677: EDUCATION Project at Location 676,Synthetic work description for demo data import,EDUCATION,4404347,2818782,198160,2022-08-04,2022-09-20,,IN_PROGRESS,70,false,Public Works Department (PWD),Location 676,28.524407,77.383619,false,false,MOBILISATION_ADVANCE:2022-10-24:660652|RUNNING_BILL:2023-01-29:2158130
ESK-1677,DIST_102,203,Work 678: HEALTH Project at Location 677,Synthetic work description for demo data import,HEALTH,2921113,2921113,2921113,2024-05-10,2024-06-20,2026-02-14,COMPLETED,100,true,Municipal Corporation,Location 677,28.547804,77.305444,false,false,MOBILISATION_ADVANCE:2024-07-05:438167|RUNNING_BILL:2024-10-28:681593|RUNNING_BILL:2025-01-21:681593|RUNNING_BILL:2025-04-18:681593|FINAL_BILL:2025-07-02:292111|RETENTION_RELEASE:2025-12-29:146056
ESK-1678,DIST_102,203,Work 679: EDUCATION Project at Location 678,Synthetic work description for demo data import,EDUCATION,3470849,520627,0,2022-08-02,2022-09-08,,NOT_STARTED,0,false,Irrigation & Flood Control Dept,Location 678,28.539156,77.243984,false,false,MOBILISATION_ADVANCE:2022-10-06:520627|RUNNING_BILL:2023-02-01:0
ESK-1679,DIST_102,202,Work 680: OTHER Project at Location 679,Synthetic work description for demo data import,OTHER,2717811,2176967,2184575,2023-05-15,2023-06-14,,IN_PROGRESS,93,false,Public Works Department (PWD),Location 679,28.711830,77.264024,false,true,MOBILISATION_ADVANCE:2023-07-03:407672|RUNNING_BILL:2023-09-27:589765|RUNNING_BILL:2023-12-05:589765|RUNNING_BILL:2024-02-03:589765
ESK-1680,DIST_102,203,Work 681: HEALTH Project at Location 680,Synthetic work description for demo data import,HEALTH,1022762,971622,1022762,2025-03-08,2025-03-17,2025-09-09,COMPLETED,100,true,Rural Development Agency (DRDA),Location 680,28.517603,77.160668,false,true,MOBILISATION_ADVANCE:2025-04-06:153414|RUNNING_BILL:2025-08-10:178983|RUNNING_BILL:2025-10-22:178983|RUNNING_BILL:2026-01-04:178983|RUNNING_BILL:2026-03-21:178983|FINAL_BILL:2026-06-04:102276
ESK-1681,DIST_101,204,Work 682: EDUCATION Project at Location 681,Synthetic work description for demo data import,EDUCATION,2698846,404827,2507709,2023-05-10,2023-06-18,,IN_PROGRESS,96,false,Rural Development Agency (DRDA),Location 681,28.634920,77.176558,false,false,MOBILISATION_ADVANCE:2023-07-08:404827
ESK-1682,DIST_103,204,Work 683: OTHER Project at Location 682,Synthetic work description for demo data import,OTHER,2637190,2637190,2637190,2023-09-29,2023-11-03,2025-02-19,COMPLETED,100,true,Public Works Department (PWD),Location 682,28.561637,77.363343,false,false,MOBILISATION_ADVANCE:2023-12-01:395579|RUNNING_BILL:2024-03-15:615344|RUNNING_BILL:2024-06-05:615344|RUNNING_BILL:2024-08-22:615344|FINAL_BILL:2024-11-05:263719|RETENTION_RELEASE:2025-05-04:131860
ESK-1683,DIST_104,201,Work 684: DRINKING_WATER Project at Location 683,Synthetic work description for demo data import,DRINKING_WATER,2301228,0,1773515,2023-03-01,2023-04-18,,IN_PROGRESS,61,false,Public Works Department (PWD),Location 683,28.619339,77.268497,false,false,
ESK-1684,DIST_103,203,Work 685: EDUCATION Project at Location 684,Synthetic work description for demo data import,EDUCATION,4344018,1168541,3320380,2023-03-10,2023-04-04,,IN_PROGRESS,17,false,Public Works Department (PWD),Location 684,28.737243,77.206341,false,false,MOBILISATION_ADVANCE:2023-04-20:651603|RUNNING_BILL:2023-08-16:516938
ESK-1685,DIST_103,204,Work 686: SANITATION Project at Location 685,Synthetic work description for demo data import,SANITATION,665667,0,0,2025-08-12,2025-09-19,,ON_HOLD,40,false,Rural Development Agency (DRDA),Location 685,28.724887,77.225113,false,false,
ESK-1686,DIST_104,202,Work 687: ROADS_BRIDGES Project at Location 686,Synthetic work description for demo data import,ROADS_BRIDGES,3070051,3070052,3070051,2024-02-11,2024-03-29,2024-09-14,COMPLETED,100,false,Rural Development Agency (DRDA),Location 686,28.651435,77.353745,false,false,MOBILISATION_ADVANCE:2024-04-22:460508|RUNNING_BILL:2024-08-23:1074518|RUNNING_BILL:2024-10-12:1074518|FINAL_BILL:2024-12-26:307005|RETENTION_RELEASE:2025-06-24:153503
ESK-1687,DIST_101,203,Work 688: ROADS_BRIDGES Project at Location 687,Synthetic work description for demo data import,ROADS_BRIDGES,1239397,446184,950740,2023-01-13,2023-02-03,,IN_PROGRESS,30,false,Public Works Department (PWD),Location 687,28.672530,77.381917,false,false,MOBILISATION_ADVANCE:2023-02-20:185910|RUNNING_BILL:2023-06-21:130137|RUNNING_BILL:2023-08-21:130137
ESK-1688,DIST_103,203,Work 689: OTHER Project at Location 688,Synthetic work description for demo data import,OTHER,1732008,259801,1732008,2026-05-13,2026-06-30,2026-09-05,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 688,28.701203,77.380862,false,false,MOBILISATION_ADVANCE:2026-07-29:259801
ESK-1689,DIST_101,204,Work 690: OTHER Project at Location 689,Synthetic work description for demo data import,OTHER,3108029,466204,0,2024-07-25,2024-09-09,,NOT_STARTED,0,false,Public Works Department (PWD),Location 689,28.748138,77.231507,false,false,MOBILISATION_ADVANCE:2024-10-08:466204|RUNNING_BILL:2025-01-04:0|RUNNING_BILL:2025-03-23:0
ESK-1690,DIST_101,201,Work 691: ROADS_BRIDGES Project at Location 690,Synthetic work description for demo data import,ROADS_BRIDGES,860657,817625,860657,2025-02-07,2025-02-28,2026-05-26,COMPLETED,100,false,Rural Development Agency (DRDA),Location 690,28.562772,77.383148,false,false,MOBILISATION_ADVANCE:2025-03-16:129099|RUNNING_BILL:2025-07-06:150615|RUNNING_BILL:2025-09-20:150615|RUNNING_BILL:2025-12-07:150615|RUNNING_BILL:2026-01-24:150615|FINAL_BILL:2026-04-09:86066
ESK-1691,DIST_101,201,Work 692: EDUCATION Project at Location 691,Synthetic work description for demo data import,EDUCATION,396113,396114,396113,2022-11-12,2022-12-26,2023-04-25,COMPLETED,100,true,Municipal Corporation,Location 691,28.576814,77.191645,true,true,MOBILISATION_ADVANCE:2023-01-06:59417|RUNNING_BILL:2023-05-08:138640|RUNNING_BILL:2023-07-06:138640|FINAL_BILL:2023-09-19:39611|RETENTION_RELEASE:2024-03-17:19806
ESK-1692,DIST_103,203,Work 693: SANITATION Project at Location 692,Synthetic work description for demo data import,SANITATION,2395148,2395148,2395148,2023-08-25,2023-09-11,2025-07-27,COMPLETED,100,true,Public Works Department (PWD),Location 692,28.559594,77.256689,false,false,MOBILISATION_ADVANCE:2023-10-20:359272|RUNNING_BILL:2024-01-26:419151|RUNNING_BILL:2024-04-23:419151|RUNNING_BILL:2024-06-22:419151|RUNNING_BILL:2024-08-18:419151|FINAL_BILL:2024-11-01:239515|RETENTION_RELEASE:2025-04-30:119757
ESK-1693,DIST_102,202,Work 694: OTHER Project at Location 693,Synthetic work description for demo data import,OTHER,753971,716273,753971,2025-06-23,2025-07-09,2026-09-05,COMPLETED,100,true,Public Works Department (PWD),Location 693,28.625951,77.388726,false,false,MOBILISATION_ADVANCE:2025-08-11:113096|RUNNING_BILL:2025-11-14:263890|RUNNING_BILL:2026-02-08:263890|FINAL_BILL:2026-04-24:75397
ESK-1694,DIST_104,204,Work 695: ROADS_BRIDGES Project at Location 694,Synthetic work description for demo data import,ROADS_BRIDGES,1414951,0,1414951,2026-03-30,2026-04-09,2026-09-05,COMPLETED,100,true,Rural Development Agency (DRDA),Location 694,28.718310,77.369324,false,false,
ESK-1695,DIST_101,204,Work 696: SANITATION Project at Location 695,Synthetic work description for demo data import,SANITATION,2059486,789470,2059486,2026-04-13,2026-04-22,2026-09-05,COMPLETED,100,false,Municipal Corporation,Location 695,28.668472,77.311326,false,false,MOBILISATION_ADVANCE:2026-05-06:308923|RUNNING_BILL:2026-08-15:480547
ESK-1696,DIST_101,203,Work 697: ROADS_BRIDGES Project at Location 696,Synthetic work description for demo data import,ROADS_BRIDGES,2045091,2045092,2045091,2022-11-01,2022-11-22,2024-09-17,COMPLETED,100,true,Public Works Department (PWD),Location 696,28.731480,77.225715,false,false,MOBILISATION_ADVANCE:2023-01-04:306764|RUNNING_BILL:2023-04-04:357891|RUNNING_BILL:2023-06-07:357891|RUNNING_BILL:2023-08-08:357891|RUNNING_BILL:2023-10-29:357891|FINAL_BILL:2024-01-12:204509|RETENTION_RELEASE:2024-07-10:102255
ESK-1697,DIST_103,201,Work 698: HEALTH Project at Location 697,Synthetic work description for demo data import,HEALTH,1112868,166930,1112868,2022-07-30,2022-09-08,2023-04-04,COMPLETED,100,true,Public Works Department (PWD),Location 697,28.740178,77.281859,false,false,MOBILISATION_ADVANCE:2022-10-02:166930
ESK-1698,DIST_102,201,Work 699: OTHER Project at Location 698,Synthetic work description for demo data import,OTHER,2388062,1194031,2388062,2025-12-12,2026-01-23,2026-09-05,COMPLETED,100,true,Rural Development Agency (DRDA),Location 698,28.732372,77.197563,false,false,MOBILISATION_ADVANCE:2026-02-18:358209|RUNNING_BILL:2026-06-06:417911|RUNNING_BILL:2026-07-26:417911
ESK-1699,DIST_102,203,Work 700: DRINKING_WATER Project at Location 699,Synthetic work description for demo data import,DRINKING_WATER,922821,922822,922821,2023-10-25,2023-12-06,2024-05-01,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 699,28.556395,77.258186,false,false,MOBILISATION_ADVANCE:2024-01-17:138423|RUNNING_BILL:2024-05-02:161494|RUNNING_BILL:2024-07-10:161494|RUNNING_BILL:2024-09-30:161494|RUNNING_BILL:2024-12-29:161494|FINAL_BILL:2025-03-14:92282|RETENTION_RELEASE:2025-09-10:46141
ESK-1700,DIST_103,203,Work 701: ROADS_BRIDGES Project at Location 700,Synthetic work description for demo data import,ROADS_BRIDGES,1537335,1537337,1537335,2023-06-10,2023-06-22,2023-12-08,COMPLETED,100,false,Municipal Corporation,Location 700,28.693939,77.292757,false,false,MOBILISATION_ADVANCE:2023-07-27:230600|RUNNING_BILL:2023-10-13:269034|RUNNING_BILL:2023-12-04:269034|RUNNING_BILL:2024-02-17:269034|RUNNING_BILL:2024-05-09:269034|FINAL_BILL:2024-07-23:153734|RETENTION_RELEASE:2025-01-19:76867
ESK-1701,DIST_102,201,Work 702: EDUCATION Project at Location 701,Synthetic work description for demo data import,EDUCATION,2564868,0,2564868,2023-08-15,2023-09-16,2024-02-14,COMPLETED,100,true,Rural Development Agency (DRDA),Location 701,28.700710,77.321509,false,false,
ESK-1702,DIST_103,202,Work 703: SANITATION Project at Location 702,Synthetic work description for demo data import,SANITATION,910847,910846,910847,2024-04-19,2024-06-06,2025-05-13,COMPLETED,100,false,Irrigation & Flood Control Dept,Location 702,28.678734,77.198727,false,true,MOBILISATION_ADVANCE:2024-07-12:136627|RUNNING_BILL:2024-10-10:159398|RUNNING_BILL:2024-12-05:159398|RUNNING_BILL:2025-02-15:159398|RUNNING_BILL:2025-04-13:159398|FINAL_BILL:2025-06-27:91085|RETENTION_RELEASE:2025-12-24:45542
ESK-1703,DIST_103,201,Work 704: DRINKING_WATER Project at Location 703,Synthetic work description for demo data import,DRINKING_WATER,369564,369565,369564,2024-11-10,2024-12-11,2026-04-23,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 703,28.688816,77.331340,false,false,MOBILISATION_ADVANCE:2024-12-31:55435|RUNNING_BILL:2025-04-14:86232|RUNNING_BILL:2025-06-30:86232|RUNNING_BILL:2025-09-19:86232|FINAL_BILL:2025-12-03:36956|RETENTION_RELEASE:2026-06-01:18478
ESK-1704,DIST_104,201,Work 705: ROADS_BRIDGES Project at Location 704,Synthetic work description for demo data import,ROADS_BRIDGES,3110138,2360595,783458,2024-02-14,2024-02-25,,IN_PROGRESS,87,false,Public Works Department (PWD),Location 704,28.609152,77.389297,true,false,MOBILISATION_ADVANCE:2024-03-11:466521|RUNNING_BILL:2024-07-07:631358|RUNNING_BILL:2024-09-11:631358|RUNNING_BILL:2024-11-27:631358
ESK-1705,DIST_104,201,Work 706: HEALTH Project at Location 705,Synthetic work description for demo data import,HEALTH,1077205,1077206,1077205,2023-05-25,2023-06-28,2023-10-31,COMPLETED,100,true,Rural Development Agency (DRDA),Location 705,28.732441,77.301376,false,false,MOBILISATION_ADVANCE:2023-08-07:161581|RUNNING_BILL:2023-11-18:251348|RUNNING_BILL:2024-02-10:251348|RUNNING_BILL:2024-05-09:251348|FINAL_BILL:2024-07-23:107721|RETENTION_RELEASE:2025-01-19:53860
ESK-1706,DIST_101,203,Work 707: ROADS_BRIDGES Project at Location 706,Synthetic work description for demo data import,ROADS_BRIDGES,902481,0,902481,2024-08-07,2024-08-25,2026-07-03,COMPLETED,100,false,Rural Development Agency (DRDA),Location 706,28.741167,77.251009,false,false,
ESK-1707,DIST_102,203,Work 708: DRINKING_WATER Project at Location 707,Synthetic work description for demo data import,DRINKING_WATER,666173,666172,666173,2022-11-25,2022-12-11,2023-10-13,COMPLETED,100,true,Municipal Corporation,Location 707,28.537056,77.292902,false,false,MOBILISATION_ADVANCE:2023-01-20:99926|RUNNING_BILL:2023-04-26:155440|RUNNING_BILL:2023-07-05:155440|RUNNING_BILL:2023-08-28:155440|FINAL_BILL:2023-11-11:66617|RETENTION_RELEASE:2024-05-09:33309
